,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
392,shchuchye,0,NO,1554615601,79,64.86,11.24,37.99,5.99
393,shchuchye,20,JP,1554615461,59,35.73,140.83,73,6.93
394,shchuchye,32,ET,1554615763,72,8.25,34.59,72.51,3.94
395,shchuchye,0,RU,1554615764,71,68.06,166.44,23.73,3.27
396,shchuchye,0,na,0,0,0,0,0,0
397,shchuchye,20,TC,1554615318,96,21.46,-71.14,78.72,18.37
398,shchuchye,20,US,1554612960,91,58.3,-134.42,42.8,5.82
399,shchuchye,90,US,1554615243,100,29.76,-95.37,73.99,8.86
400,shchuchye,1,US,1554615304,51,64.86,-147.8,35.6,6.93
401,shchuchye,0,FI,1554615426,63,62.78,29.36,30.2,3.36
402,shchuchye,32,PE,1554615319,81,-12.06,-75.29,32.64,1.36
403,shchuchye,20,UA,1554615319,81,45.9,34.18,49.74,13.11
404,shchuchye,32,SV,1554615173,75,13.59,-89.83,75,1.01
405,shchuchye,0,NG,1554615458,51,12.18,6.51,79.26,11.99
406,shchuchye,0,na,0,0,0,0,0,0
407,shchuchye,0,MN,1554615459,100,45.76,106.27,35.16,8.75
408,shchuchye,1,US,1554615315,52,37.28,-107.88,48.2,3.36
409,shchuchye,8,CN,1554615767,21,36.62,101.77,62.16,3.83
410,shchuchye,92,BR,1554615321,81,-7.71,-67,74.58,8.19
411,shchuchye,1,US,1554615186,65,21.35,-158.09,78.8,12.75
412,shchuchye,20,PH,1554613200,66,9.42,123.33,87.8,9.17
413,shchuchye,88,NO,1554615322,100,70.03,20.97,32.82,11.65
414,shchuchye,56,ZA,1554615535,95,-28.77,32.06,66.21,4.5
415,shchuchye,90,US,1554615059,100,46.81,-100.78,44.6,2.93
416,shchuchye,0,RU,1554613200,36,53.6,91.39,44.6,20.13
417,shchuchye,12,RU,1554615323,91,52.25,40.45,42.27,4.61
418,shchuchye,80,PE,1554615323,98,-5.23,-75.68,72.24,3.71
419,shchuchye,32,CD,1554615323,81,-7.3,27.4,76.38,3.83
420,shchuchye,0,RU,1554615324,84,59.78,52.13,40.56,4.05
421,shchuchye,8,VE,1554615535,69,8.12,-63.55,77.91,13.22
422,shchuchye,1,US,1554615175,59,31.46,-100.44,63,5.82
423,shchuchye,90,AU,1554615684,87,-41.43,147.14,60.01,19.46
424,shchuchye,1,US,1554615087,43,32.85,-115.57,72,9.17
425,shchuchye,76,ID,1554615325,100,-0.87,134.08,81.42,7.96
426,shchuchye,1,US,1554614859,65,21.32,-158.01,78.8,12.75
427,shchuchye,90,IR,1554613200,93,37.2,50.15,53.6,6.93
428,shchuchye,0,na,0,0,0,0,0,0
429,shchuchye,0,AU,1554615305,42,-31.43,152.91,86,10.29
430,shchuchye,40,MX,1554613353,78,21.23,-86.73,78.8,13.87
431,shchuchye,20,VU,1554609600,54,-19.55,169.27,82.4,17.22
432,shchuchye,88,ID,1554615464,91,1.74,98.78,77.37,2.71
433,shchuchye,0,ZA,1554613200,100,-34.04,23.05,51.8,3.36
434,shchuchye,90,FR,1554615387,100,45.6,-0.6,39.2,6.93
435,shchuchye,0,IL,1554615739,52,31.8,34.94,73,3.36
436,shchuchye,90,CA,1554613200,86,58.52,-117.13,30.2,3.36
437,shchuchye,0,BR,1554613200,94,-3.71,-38.6,77,3.36
438,shchuchye,0,MV,1554615328,100,6.62,73.07,84.12,4.38
439,shchuchye,8,LT,1554615328,60,54.38,23.65,45.6,11.99
440,shchuchye,68,RU,1554615773,32,52,127.67,43.62,5.17
441,shchuchye,0,na,0,0,0,0,0,0
442,shchuchye,0,na,0,0,0,0,0,0
443,shchuchye,0,TD,1554615329,35,13.21,18.34,78.54,4.61
444,shchuchye,0,ML,1554615329,28,14.74,-6.12,74.22,13.22
445,shchuchye,32,RU,1554615467,92,66.83,70.83,27.69,21.05
446,shchuchye,0,AU,1554613200,19,-23.7,133.88,89.6,10.29
447,shchuchye,90,RU,1554613200,100,52.98,50.29,39.2,11.18
448,shchuchye,0,AU,1554613920,19,-32.25,148.6,89.6,17.22
449,shchuchye,0,MX,1554615468,68,27.52,-110.01,60.54,1.7
450,shchuchye,0,na,0,0,0,0,0,0
451,shchuchye,75,MU,1554615540,54,-19.98,57.61,84.2,11.41
452,shchuchye,0,na,0,0,0,0,0,0
453,shchuchye,75,US,1554615424,69,60.55,-151.26,39.2,11.41
454,shchuchye,0,RU,1554615332,81,61.69,53.69,39.84,4.72
455,shchuchye,88,PG,1554615332,94,-6.21,149.55,79.44,2.71
456,shchuchye,24,BR,1554615332,97,-18.37,-40.83,69.99,3.71
457,shchuchye,0,RU,1554615776,52,59.44,112.57,35.07,3.71
458,shchuchye,48,UA,1554615333,87,49.39,33.25,42.99,11.21
459,shchuchye,0,AR,1554615333,68,-38.55,-58.74,56.67,11.65
460,shchuchye,48,BR,1554615777,93,-21.48,-56.15,63.24,8.97
461,shchuchye,1,US,1554615325,71,39.62,-77.74,54,2.37
462,shchuchye,0,na,0,0,0,0,0,0
463,shchuchye,0,na,0,0,0,0,0,0
464,shchuchye,80,SB,1554615471,100,-10.46,161.92,83.31,4.61
465,shchuchye,8,AO,1554615434,100,-15.19,12.15,76.92,10.98
466,shchuchye,44,PG,1554615334,98,-6.22,155.63,81.51,4.38
467,shchuchye,0,FR,1554615032,75,43.29,5.57,46.4,10.29
468,shchuchye,0,na,0,0,0,0,0,0
469,shchuchye,90,US,1554615186,87,40.8,-124.16,60.01,5.82
470,shchuchye,0,na,0,0,0,0,0,0
471,shchuchye,0,PY,1554615336,91,-26.98,-56.83,62.07,4.38
472,shchuchye,12,CA,1554615056,74,60.75,-137.51,17.79,1.92
473,shchuchye,80,PE,1554615336,94,-10.68,-77.82,66.93,6.17
474,shchuchye,0,na,0,0,0,0,0,0
475,shchuchye,90,US,1554615318,81,39.55,-107.33,46.4,8.05
476,shchuchye,0,MR,1554613200,63,18.08,-15.98,64.4,8.05
477,shchuchye,24,CN,1554615337,42,41.81,126.91,42.99,6.96
478,shchuchye,92,CM,1554615337,97,4.74,11.22,71.52,2.82
479,shchuchye,64,PG,1554615781,100,-3.66,152.44,82.68,2.59
480,shchuchye,75,NG,1554613200,78,9.18,7.18,75.2,5.82
481,shchuchye,92,SB,1554615338,100,-8.15,159.59,78.09,2.15
482,shchuchye,8,TR,1554615307,10,39.09,28.98,55,8.99
483,shchuchye,0,IR,1554613200,75,38.25,48.3,46.4,6.93
484,shchuchye,24,PL,1554615051,100,50.57,21.68,48.99,1.12
485,shchuchye,44,PE,1554615475,93,-11.1,-77.61,62.61,3.49
486,shchuchye,1,US,1554614100,77,40.36,-92.02,60.8,13.87
487,shchuchye,0,OM,1554612600,69,17.01,54.1,82.4,2.24
488,shchuchye,20,JP,1554615303,55,35.76,139.74,75,6.93
489,shchuchye,40,US,1554615268,61,20.89,-156.47,78.8,6.93
490,shchuchye,40,CA,1554613200,56,68.36,-133.71,12.2,8.05
491,shchuchye,90,FR,1554615300,100,44.85,0.49,42.01,3.36
492,shchuchye,0,na,0,0,0,0,0,0
493,shchuchye,0,RU,1554615341,43,56.17,107.45,36.96,4.27
494,shchuchye,40,CN,1554613200,18,44.15,125.84,50,11.18
495,shchuchye,64,IS,1554615342,100,64.25,-15.21,36.69,17.81
496,shchuchye,8,NE,1554615342,21,18.69,12.92,73.59,6.73
497,shchuchye,0,PY,1554615343,87,-22.35,-60.04,57.21,4.05
498,shchuchye,0,CN,1554615765,51,31.87,121.18,90,13.33
499,shchuchye,1,CA,1554613462,69,49.79,-112.14,39.99,16.11
500,shchuchye,92,DZ,1554615343,96,36.1,0.42,49.38,14.45
501,shchuchye,90,US,1554615337,81,47.36,-123.1,51.01,10.29
502,shchuchye,0,IE,1554615606,93,53.8,-9.52,42.01,4.7
503,shchuchye,20,NO,1554614400,86,69.65,18.96,26.6,20.8
504,shchuchye,64,ID,1554615739,100,4.14,96.13,81.33,4.5
505,shchuchye,5,MX,1554612600,83,16.86,-99.88,77,6.93
506,shchuchye,20,TT,1554615307,83,10.24,-61.45,75.2,6.93
507,shchuchye,0,na,0,0,0,0,0,0
508,shchuchye,40,CA,1554613200,79,63.59,-135.9,32,10.29
509,shchuchye,0,na,0,0,0,0,0,0
510,shchuchye,0,RU,1554615787,85,47.15,42.46,49.11,10.42
511,shchuchye,80,CA,1554615480,78,66.15,-65.72,15.45,6.96
512,shchuchye,20,CN,1554615346,61,25.6,100.24,66.57,2.37
513,shchuchye,0,IT,1554615347,99,39.09,17.12,58.56,8.19
514,shchuchye,20,SN,1554613200,68,14.69,-17.45,66.2,17.22
515,shchuchye,8,RU,1554615347,42,57.27,103.75,41.1,5.84
516,shchuchye,0,NO,1554615304,60,61.99,5.14,42.01,11.41
517,shchuchye,20,IN,1554614107,52,28.4,77.31,93.99,5.82
518,shchuchye,64,CN,1554615348,17,39.23,106.34,65.76,5.61
519,shchuchye,40,ES,1554615315,93,43.03,-8.81,46.99,9.17
520,shchuchye,20,KM,1554613200,66,-11.38,43.28,86,5.82
521,shchuchye,88,ID,1554615349,75,-0.91,122.88,87.18,2.48
522,shchuchye,68,UA,1554615349,57,47.86,30.59,46.32,5.17
523,shchuchye,56,RU,1554615483,76,61.68,96.39,26.16,5.61
524,shchuchye,48,RU,1554615350,56,57.31,88.17,32.82,8.19
525,shchuchye,0,na,0,0,0,0,0,0
526,shchuchye,1,US,1554615301,76,43.8,-91.24,62.6,9.17
527,shchuchye,92,PF,1554615194,98,-16.7,-151.02,84.39,15.79
528,shchuchye,64,MM,1554615350,49,22.93,97.75,80.97,2.37
529,shchuchye,90,CA,1554613920,100,55.28,-114.77,33.8,2.59
530,shchuchye,75,FR,1554615318,100,47.88,-3.92,46.4,2.24
531,shchuchye,75,SA,1554613200,36,24.63,46.72,80.6,8.05
532,shchuchye,0,LK,1554615484,63,7.42,81.82,90.51,4.94
533,shchuchye,68,RU,1554615352,87,63.05,179.32,17.34,25.41
534,shchuchye,0,CN,1554615352,27,37.93,102.64,60.36,6.4
535,shchuchye,90,AZ,1554613200,87,38.42,48.87,53.6,4.7
536,shchuchye,68,RU,1554615353,65,49.74,142.83,38.94,8.41
537,shchuchye,90,US,1554615191,100,45.7,-94.27,48.2,6.93
538,shchuchye,88,RU,1554615353,87,58.45,92.17,34.44,7.4
539,shchuchye,90,FR,1554615325,100,47.55,-2.56,48.99,6.93
540,shchuchye,0,BR,1554613200,88,-20.25,-43.81,69.8,1.12
541,shchuchye,80,GL,1554615354,76,65.42,-52.9,31.02,16.02
542,shchuchye,0,SO,1554615354,73,5.35,48.53,84.21,9.08
543,shchuchye,80,BR,1554615354,100,-1.53,-49.22,76.56,4.5
544,shchuchye,0,na,0,0,0,0,0,0
545,shchuchye,0,SN,1554615355,24,13.77,-13.67,79.35,10.76
546,shchuchye,0,na,0,0,0,0,0,0
547,shchuchye,0,na,0,0,0,0,0,0
548,shchuchye,0,AR,1554615356,63,-43.3,-65.11,56.67,4.72
549,shchuchye,0,NE,1554615356,37,13.81,8.99,76.11,7.63
550,shchuchye,0,RU,1554615306,86,44.04,39.15,53.16,2.71
551,shchuchye,56,GA,1554615488,100,-3.44,10.65,79.89,7.96
552,shchuchye,92,BY,1554615356,62,55.11,26.84,43.08,11.1
553,shchuchye,80,BR,1554615357,97,-17.73,-39.27,82.41,9.42
554,shchuchye,0,KZ,1554615357,83,51.1,66.31,48.57,10.98
555,shchuchye,48,PH,1554615357,85,16.13,119.78,86.19,6.85
556,shchuchye,0,NO,1554615304,93,59.36,5.22,41,3.36
557,shchuchye,40,KZ,1554613200,56,52.04,76.93,44.6,8.95
558,shchuchye,40,CV,1554613200,77,16.18,-22.92,68,13.87
559,shchuchye,40,EC,1554615061,93,-1.22,-78.6,50,4.7
560,shchuchye,0,PL,1554615359,64,53.63,21.81,45.42,10.31
561,shchuchye,0,NA,1554615524,72,-18.06,13.84,55.77,2.15
562,shchuchye,56,TR,1554615359,43,40.67,33.6,49.02,3.04
563,shchuchye,20,CN,1554615491,33,40.29,97.04,64.41,3.27
564,shchuchye,20,CO,1554615360,46,2.18,-73.79,80.79,2.82
565,shchuchye,24,CD,1554615360,90,-6.05,26.92,74.22,5.28
566,shchuchye,90,BR,1554613200,100,-7.74,-72.65,68,8.05
567,shchuchye,90,CA,1554613200,86,58.81,-122.69,28.4,2.24
568,shchuchye,80,BE,1554615336,93,50.82,5.19,51.01,2.24
569,shchuchye,1,US,1554615077,65,35.2,-111.65,57.99,4.7
570,shchuchye,90,GB,1554615485,100,52.47,1.45,46.4,6.93
571,shchuchye,68,MD,1554615084,49,47.99,28.86,46,3
572,shchuchye,44,RU,1554615799,94,66.66,66.39,29.49,16.91
573,shchuchye,40,US,1554615355,93,36.1,-80.24,59,5.82
574,shchuchye,75,CN,1554613200,20,40.81,111.65,62.6,4.47
575,shchuchye,0,PL,1554615344,63,53.41,18.45,46,2.24
576,shchuchye,40,RU,1554615609,92,55.61,37.97,39,2.24
577,shchuchye,1,CA,1554615362,92,54.15,-113.85,33.01,5.82
578,shchuchye,44,RU,1554615494,63,59.36,143.24,39.84,4.38
579,shchuchye,40,US,1554614953,61,40.83,-115.76,46.4,5.82
580,shchuchye,56,RU,1554615364,48,58.84,125.49,34.26,6.51
581,shchuchye,75,IT,1554615363,93,45.16,10.79,51.01,2.24
582,shchuchye,88,BR,1554615360,88,-8.26,-49.26,76.56,3.38
583,shchuchye,0,GM,1554609600,60,13.49,-16.54,73.4,11.41
584,shchuchye,92,BR,1554615495,99,-1.2,-46.02,76.2,6.06
585,shchuchye,32,RU,1554615366,94,66.08,76.63,27.06,20.15
586,shchuchye,80,RU,1554615802,84,65.44,52.15,34.44,4.72
587,shchuchye,90,US,1554615630,93,43.41,-124.22,54,11.41
588,shchuchye,32,EG,1554615496,78,29.07,31.1,67.74,4.94
589,shchuchye,0,AE,1554613200,15,25.36,55.39,91.4,5.82
590,shchuchye,1,US,1554615365,93,39.41,-74.36,50,4.7
591,shchuchye,90,SE,1554615076,92,64.75,20.95,30.99,4.7
592,shchuchye,88,NA,1554613327,89,-22.12,14.28,59,5.01
593,shchuchye,40,AU,1554613200,77,-37.83,140.78,62.6,17.22
594,shchuchye,0,na,0,0,0,0,0,0
595,shchuchye,0,AR,1554615330,82,-26.79,-60.44,52.26,2.59
596,shchuchye,68,RU,1554615368,49,48.19,136.14,40.74,4.83
597,shchuchye,88,RU,1554615368,72,52.98,84.68,37.86,8.41
598,shchuchye,90,US,1554615167,83,29.7,-96.78,73.4,3.36
599,shchuchye,20,CU,1554612600,88,22.53,-81.13,75.2,5.82
600,shchuchye,0,CL,1554613200,82,-20.22,-70.14,66.2,9.17
601,shchuchye,88,BR,1554615369,97,-6.44,-36.64,69.99,2.37
602,shchuchye,0,CN,1554615370,73,29.29,117.2,80.25,6.06
603,shchuchye,36,CD,1554615370,94,0.52,25.21,76.47,2.71
604,shchuchye,1,US,1554615352,47,35.13,-117.99,63,9.17
605,shchuchye,40,JP,1554613200,56,33.37,134.14,68,10.29
606,shchuchye,0,na,0,0,0,0,0,0
607,shchuchye,48,RU,1554615500,76,65.95,111.51,29.67,11.77
608,shchuchye,88,AU,1554613200,49,-15.77,128.74,91.4,12.75
609,shchuchye,0,na,0,0,0,0,0,0
610,shchuchye,75,MU,1554615240,54,-20.41,57.7,84.2,11.41
611,shchuchye,40,BR,1554613200,94,-19.76,-44.31,69.8,2.24
612,shchuchye,64,RU,1554615372,72,48.62,142.78,37.77,5.39
613,shchuchye,0,na,0,0,0,0,0,0
